chapter,verse,abenaki,english,french
5,28,"Wz8mi idam, wibiwibatta n8znemm8na wdahimal ngigaba.","For she said, If I may touch but his clothes, I shall be whole.","Car elle se disait : Si je parviens à toucher seulement son vêtement, je serai sauvée."
5,29,"Nitta wdakwi wanihadon wbakkanom, ta ni awawamadamen whaga ali kigah8mek ni wzagi akwamalsow8gan.",And straightway the fountain of her blood was dried up; and she felt in her body that she was healed of that plague.,"A l'instant, l'hémorragie s'arrêta, et elle ressentit dans son corps qu'elle était guérie de son mal."
5,30,"Ni Sazos wawaldak ali wgigahawaw8gani mliksanw8gan wji mojwik agmak, nitta wdali kwulbig8bin adali chitamk8wadimek ni wdidamen, awani n8znek ndahimal?","And Jesus, immediately knowing in himself that virtue had gone out of him, turned about in the press, and said, Who touched my clothes?","Aussitôt Jésus se rendit compte qu'une force était sortie de lui. Il se retourna dans la foule, et il demandait : Qui a touché mes vêtements ?"
5,31,Ni oskinnoma wdilgon knamih8 kasit chitamk8goan ni 8zoka kdidamen awani n8znit?,"And his disciples said unto him, Thou seest the multitude thronging thee, and sayest thou, Who touched me?","Ses disciples lui répondaient : Tu vois bien la foule qui t'écrase, et tu demandes : 'Qui m'a touché ?'"
5,32,Ni wbemmadaw8bin wawiwniwi waji namih8t nihi u alalokalishani.,And he looked around to see her that had done this thing.,Mais lui regardait tout autour pour voir celle qui avait fait ce geste.
5,33,"Na 8zoka phanem, n8n8kpoo wawaldak akw8bitbihl8t, ni wbai8n ta wdellak8lzin kwahliwi wzidikok ta owitamaw8n mziwi kwaskwai alak.","But the woman fearing and trembling, knowing what was done in her, came and fell down before him, and told him all the truth.","Alors la femme, craintive et tremblante, sachant ce qui lui était arrivé, vint se jeter à ses pieds et lui dit toute la vérité."
5,34,"Ni wdihl8n, ndoz, kol8mawaldamw8gan kgigahogon; s8z8gnawi m8ji ta kiga wji kdakwamalsow8ganek.","And he said unto her, Daughter, thy faith hath made thee whole; go in peace, and be whole of thy plague.","Mais Jésus reprit : Ma fille, ta foi t'a sauvée. Va en paix et sois guérie de ton mal."
5,35,"Askwa illit8gwzidep ni oji pai8n8 owigw8mek enna nodnekza aiamihawigamikw nigik idagik kedoz machina, kagwi waji awasiwi li wdamih8an wa kigamwinno?","While he yet spake, there came from the ruler of the synagogue's house certain [sic] which said, Thy daughter is dead: why troublest thou the Master any further?","Comme il parlait encore, des gens arrivent de la maison de Jaïre pour annoncer à celui-ci : Ta fille vient de mourir. A quoi bon déranger encore le Maître ?"
5,36,"Anegitta ni Sazos alseddak, wdihl8 nihi aiamihawigamigwi tbaldomwinnoa, akwi sagzi, wl8mawalda wibiwi.","As soon as Jesus heard the word that was spoken, he saith unto the ruler of the synagogue, Be not afraid, only believe.","Jésus, surprenant ces mots, dit au chef de la synagogue : Ne crains pas, crois seulement."
5,37,Ni 8da awanihi wjigitawowen owijawgon wibiwitta Piala ta Jamesa ta Az8a wijiaa James.,"And he suffered no man to follow him, save Peter, and James, and John the brother of James.","Il ne laissa personne l'accompagner, sinon Pierre, Jacques, et Jean son frère."
5,38,"Ni wdali pai8n owigw8mek na nodnekza aiamihawigamikw, ta ni wnamih8n wabat8gwziliji ta malizj8liji ta masgwikwi wizaalmiliji.","And he cometh to the house of the ruler of the synagogue, and seeth the tumult, and them that wept and wailed greatly.","Ils arrivent à la maison du chef de synagogue. Jésus voit l'agitation, et des gens qui pleurent et poussent de grands cris."
5,39,"Ni kizi pidigat wdihl8, kagwi waji wabat8gwadokaakw ta mlizj8akw? n8kskwasis 8da machinawi, k8gaodaki.","And when he was come in, he saith unto them, Why make ye this ado, and weep? the damsel is not dead, but sleepeth.",Il entre et leur dit : Pourquoi cette agitation et ces pleurs ? L'enfant n'est pas morte : elle dort.
5,40,"Ni wmamessan8bdalomotaw8n8. Kanwa kizi sahwn8t mziwi, ni wm8jal8n n8kskwasis wmit8kwsa ta wigawessa ta nihi wijihlamgoshani, ni wbidigan t8ni na n8kskwasis alessigza.","And they laughed him to scorn, But when he had put them all out, he taketh the father and the mother of the damsel, and them that were with him, and entereth in where the damsel was lying.","Mais on se moquait de lui. Alors il met tout le monde dehors, prend avec lui le père et la mère de l'enfant, et ceux qui l'accompagnent. Puis il pénètre là où reposait la jeune fille."
5,41,"Ni wdotn8n n8kskwasiza wpettinek, ta wdihl8, talitha cumi, enni ali 8nkaw8dok8d8zik, n8kskwasis kdihlhel wan8gi.","And he took the damsel by the hand, and said unto her, Talitha cumi; which is, being interpreted, Damsel, I say unto thee, arise.","Il saisit la main de l'enfant, et lui dit : Talitha koum, ce qui signifie : Jeune fille, je te le dis, lève-toi !"
5,42,"Nitta n8kskwasis owan8gin ta ni wbemmosan, wzomi niz8nkaw kasigaddemmassa. Ni wgichi 8shagaldamn8ssa.","And straightway the damsel arose, and walked; for she was of the age of twelve years. And they were astonished with a great astonishment.",Aussitôt la jeune fille se leva et se mit à marcher -elle avait douze ans. Ils en furent complètement bouleversés.
5,43,"Ni wmelki klahamaw8n waji 8da awani wawaldamokw, ta lagigamo waji kagwes sam8mek.",And he charged them straitly that no man should know it; and commanded that something should be given her to eat.,Mais Jésus leur recommanda avec insistance que personne ne le sache ; puis il leur dit de la faire manger.
6,1,Ni oji m8jin ta wdali pai8n agma wdakik; ta oskinnoma owijawgo.,"And he went out from thence, and came into his own country; and his disciples followed him.","Jésus est parti pour son pays, et ses disciples le suivent."
6,2,"Ni asandak wm8ja kigamin tali aiamihawigamigok; ni msalo nod8goji wm8lhaldamn8, idamok, t8niwa ulil wadnek? ta kagwessi waw8damw8gon u mil8mek adoji msegwikwin8gwak ali 8shagalokat?","And when the sabbath day was come, he began to teach in the synagogue: and many hearing him were astonished, saying, From whence hath this man these things? and what wisdom is this which is given unto him, that even such mighty works are wrought by his hands?","Le jour du sabbat, il se mit à enseigner dans la synagogue. Les nombreux auditeurs, frappés d'étonnement, disaient : D'où cela lui vient-il ? Quelle est cette sagesse qui lui a été donnée, et ces grands miracles qui se réalisent par ses mains ?"
6,3,"Ondahada wa nojikkat? mali wnam8na, wijiaa James ta Joses ta Juda ta Simo? ta 8da nawawa wid8psoa u adali wijihlamgoagwik? ni mziwi wbalilawahogon8.","Is not this the carpenter, the son of Mary, the brother of James, and Joses, and of Juda, and Simon? and are not his sisters here with us? And they were offended at him.","N'est-il pas le charpentier, le fils de Marie, et le frère de Jacques, de José, de Jude et de Simon ? Ses soeurs ne sont- elles pas ici chez nous ? Et ils étaient profondément choqués à cause de lui."
6,4,"Sazos kanwa wdihl8, nik8ni waw8jmowinno 8da kneskidah8mgweziwi, wibiwitta wdakik tali ta wdaln8bamikok ta owigw8mek.","But Jesus said unto them, A prophet is not without honour, but in his own country, and among his own kin, and in his own house.","Jésus leur disait : Un prophète n'est méprisé que dans son pays, sa famille et sa propre maison."
6,5,"Ni 8da ni wdali kizi 8shagalokawnaza, wibiwi n8znassa wakaswa akwamalsiliji ta wgigah8shani.","And he could there do no mighty work, save that he laid his hands upon a few sick folk, and healed them.",Et là il ne pouvait accomplir aucun miracle ; il guérit seulement quelques malades en leur imposant les mains.
6,6,"Ni wm8lhaldamen wji ali nanat8wi wl8mawaldamohodit. Ni wbab8mkanninaza odanasizikok, wbab8mi kigamin.","And he marveled because of their unbelief. And he went round about the villages, teaching.",Il s'étonna de leur manque de foi. Alors il parcourait les villages d'alentour en enseignant.
6,7,"Ni owikwim8n niz8nkawziliji ta wm8ja kwagwagim8n nihniswa, ta wmil8 mliksanw8gan waji sakaw8h8dit maji niwaskwa.","And he called unto him the twelve, and began to send them forth by two and two; and gave them power over unclean spirits.","Jésus appelle les Douze, et pour la première fois il les envoie deux par deux. Il leur donnait pouvoir sur les esprits mauvais,"
6,8,"Ni wdellagim8n waji 8da kagwi nsposahadikw kiwkannihidit, wibiwitta 8badahon; 8da nim8waninoda, 8da ab8n, 8da m8ni wbid8ganow8k.","And commanded them that they should take nothing for their journey, save a staff only; no scrip, no bread, no money in their purse.","et il leur prescrivit de ne rien emporter pour la route, si ce n'est un bâton ; de n'avoir ni pain, ni sac, ni pièces de monnaie dans leur ceinture."
6,9,Achi 8da kdagil mkeszenal kdawakappa wibiwi 8ptawakaagwil; ta 8da niznol pitk8zonal kdawakappa.,But be shod with sandals; and not put on two coats.,"Mettez des sandales, ne prenez pas de tunique de rechange."
6,10,"Ni wdihl8n, t8nitta adali pai8akw, pidigaagwa wigw8mek ni 8aikw li m8jiagwa.","And he said unto them, In what place soever ye enter into an house, there abide till ye depart from that place.","Il leur disait encore : Quand vous avez trouvé l'hospitalité dans une maison, restez-y jusqu'à votre départ."
6,11,T8nwatta 8da natongowakw ala 8da kakt8gowakw t8ni adoji wji m8jiakw wji pawakakw ni nagako knakwzidaw8k wji witnesw8gan apchik8gohodit. Kwina kdlillebba nod8iwiji li saagi tbellomgwat Sodom ta Gomorrah tbellodimga 8daki ni odana.,"And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them. Verily I say unto you, It shall be more tolerable for Sodom and Gomorrha in the day of judgment, than for that city.","Si, dans une localité, on refuse de vous accueillir et de vous écouter, partez en secouant la poussière de vos pieds : ce sera pour eux un témoignage."
6,12,Ni wm8jin8 ta wdali pai8n8 ta wdelli kinohomasin8 ali chowi 8nalzimek.,"And they went out, and preached that men should repent.","Ils partirent, et proclamèrent qu'il fallait se convertir."
6,13,Ta msali sawhakak madah8ndoa ta moibak msalo akwamalsiliji ta wgigah8w8.,"And they cast out many devils, and anointed with oil many that were sick, and healed them.","Ils chassaient beaucoup de démons, faisaient des onctions d'huile à de nombreux malades, et les guérissaient."
6,14,"Ni kinjames Herod walsetdak sazosek, (wz8mi owizw8gan Sazos sissa wawihlassa,) wdidamen, Az8 noji sogneb8lwat wji 8bijiba machinawinnowikok ni waji 8shagalokaw8ganal tali namihigwak agmak.","And king Herod heard of him; (for his name was spread abroad:) and he said, That John the Baptist was risen from the dead, and therefore mighty works do shew forth themselves in him.","Comme le nom de Jésus devenait célèbre, le roi Hérode en entendit parler. On disait : C'est Jean le Baptiste qui est ressuscité d'entre les morts, et voilà pourquoi il a le pouvoir de faire des miracles."
6,15,"Kdagik idamok Eliasga na, ni kdagik idagik, nik8ni waw8jmowinnoga na, ala tah8lawi pazgo nigik nik8ni waw8jmowinnoak.","Others said, That it is Elias. And others said, That it is a prophet, or as one of the prophets.",Certains disaient : C'est le prophète Élie. D'autres disaient encore : C'est un prophète comme ceux de jadis.
6,16,"Kanwa Herod nodak, idam, Az8 na tamigwatahogup, wji 8bijiba machinawinnowikok.","But when Herod heard thereof, he said, It is John, whom I beheaded: he is risen from the dead.","Hérode entendait ces propos et disait : Celui que j'ai fait décapiter, Jean, le voilà ressuscité !"
6,17,"T8nba Herod kizi kwagwagidamossa waji Az8 tkwenn8mek ta tali klabl8mek kbahodwigamigok wji Herodias, wijiaa Philippa nizwihidiji; wz8mi wnibawin8shani.","For Herod himself had sent forth and laid hold upon John, and bound him in prison for Herodias' sake, his brother Philip's wife: for he had married her.","Car c'était lui, Hérode, qui avait fait arrêter Jean et l'avait mis en prison. En effet, il avait épousé Hérodiade, la femme de son frère Philippe,"
6,18,"Wz8mi Az8 wdihl8shani Heroda 8da, wl8man8gwadowi knibawino kijia nizwihidiji.","For John had said unto Herod, It is not lawful for thee to have thy brother's wife.",et Jean lui disait : Tu n'as pas le droit de prendre la femme de ton frère.
6,19,"Ni waji Herodias maskwalm8za Az8a, tahaba wnihl8bani; kanwa 8da wdelli pgwatownaza.","Therefore Herodia had a quarrel against him, and would have killed him; but she could not.","Hérodiade en voulait donc à Jean, et elle cherchait à le faire mettre à mort. Mais elle n'y arrivait pas"
6,20,"Wz8mi Herod wgwitaalm8shani Az8a awawalm8shani ali sasagi pm8wzowinnowilit, ta ali wawasinnowilit ta wmanalwakaw8shani, ta kizi nodaw8t, msaldossa alalokat, ta owig8dami nodaw8.","For Herod feared John, knowing that he was a just man and an holy, and observed him; and when he heard him, he did many things, and heard him gladly.","parce que Hérode avait peur de Jean : il savait que c'était un homme juste et saint, et il le protégeait ; quand il l'avait entendu, il était très embarrassé, et pourtant, il aimait l'entendre."
6,21,"Ni walidbihl8k kizokw pai8mwik, Herod wdoji wihim8naza wdellidbezwinnoma, wgichi kaptinma ta adali kchidah8mgwaziliji tali Galilee. Kizokw agma adoji aln8baiza.","And when a convenient day was come, that Herod on his birthday made a supper","to his lords, high captains, and chief estates of Galilee; Cependant, une occasion favorable se présenta lorsque Hérode, pour son anniversaire, donna un banquet à ses dignitaires, aux chefs de l'armée et aux notables de la Galilée."
6,22,"Ni Herodias wdoza pidigat ta pamg8t, ni olilawah8n Heroda ta nihi Herod widabomgoshani, ni kinjames wdihl8n nihin8kskwa, wikodmawi t8nitta kagwi walaldaman, kmillenji.","And when the daughter of the said Herodias came in, and danced, and pleased Herod and them that sat with him, the king said unto the damsel, Ask of me whatsoever thou wilt, and I will give it thee.","La fille d'Hérodiade fit son entrée et dansa. Elle plut à Hérode et à ses convives. Le roi dit à la jeune fille : Demande-moi tout ce que tu veux, je te le donnerai"
6,23,"Ni ol8masokakadaw8n, t8nitta u wikodmawian kmillenji achikiba pabasiwi nginjameswi tbaldamw8gan.","And he sware unto her, Whatsoever thou shalt ask of me, I will give it thee, unto the half of my kingdom.","Et il lui fit ce serment : Tout ce que tu me demanderas, je te le donnerai, même si c'est la moitié de mon royaume."
6,24,"Ni n8kskwa wm8jin ta wdihl8n wigawessa, kagwesba wikodma? ni na wdidamen, wdepga Az8 noji sogneb8lwat,","And she went forth, and said unto her mother, What shall I ask? And she said, The head of John the Baptist.",Elle sortit alors pour dire à sa mère : Qu'est-ce que je vais demander ? Hérodiade répondit : La tête de Jean le Baptiste.
6,25,"Nitta wdelli wihwhizahl8n kinjamessek ni owikodmaw8n wdihl8, ndachwaldam tabna kmilin Az8 noji sogneb8lwat wdep tawiwi kchi wl8ganek.","And she came in straightway with haste unto the king, and asked, saying, I will that thou give me by and by in a charger the head of John the Baptist.","Aussitôt la jeune fille s'empressa de retourner auprès du roi, et lui fit cette demande : Je veux que tout de suite tu me donnes sur un plat la tête de Jean Baptiste."
6,26,Ni kinjames pitta ozigaldamnaza; kanwa wji 8masokaw8gan ta wji nigik kasabomgoshani 8da wgadawi azah8wia.,"And the king was exceeding sorry; yet for his oath's sake, and for their sakes which sat with him, he would not reject her.","Le roi fut vivement contrarié ; mais à cause du serment et des convives, il ne voulut pas lui opposer un refus."
6,27,Nitta kinjames wgwagwagim8n noji tmigwatahawaliji ta wdellagidamen waji Az8 wdep pa[?]d8zik; ni na wm8jin ta wdali tmigwahal8n Az8a kbahodwigamigok.,"And immediately the king sent an executioner, and commanded his head to be brought: and he went and beheaded him in the prison.","Aussitôt il envoya un garde avec l'ordre d'apporter la tête de Jean. Le garde s'en alla, et le décapita dans la prison."
6,28,"Ni wbadon wdep kchi wl8ganek tawiwi ni wmil8n nihi n8kskwa, nina n8kskwa wmil8n wigawessa.","And brought his head in a charger, and gave it to the damsel: and the damsel gave it to her mother.","Il apporta la tête sur un plat, la donna à la jeune fille, et la jeune fille la donna à sa mère."
6,29,"Ni oskinnoma ni alsetdamohodit, wbai8n8, ta odnemn8 whaga ni wbonmenn8 poskennigawek.","And when his disciples heard of it, they came and took up his corpse, and laid it in a tomb.","Lorsque les disciples de Jean apprirent cela, ils vinrent prendre son corps et le déposèrent dans un tombeau."
6,30,Ni nodagimomgik wdelli maassan8 Sazosek ni owitamaw8n8 mziwi kagwi kasikki lalokahadiza ta kasi kizi kigamihidiza.,"And the apostles gathered themselves together unto Jesus, and told him all things, both what they had done, and what they had taught.","Les Apôtres se réunissent auprès de Jésus, et lui rapportent tout ce qu'ils ont fait et enseigné."
6,31,"Ni wdihl8n, nawakw, kiuw8tta wibiwi losakw t8m8 pakajiwi, ni kd8dabin8 nmakaiwi: wz8mi msaloshanik pai8jik ta m8jijik agwachi 8da kizi mitsiwishanik.","And he said unto them, Come ye yourselves apart into a desert place, and rest a while: for there were many coming and going, and they had no leisure so much as to eat.","Il leur dit : Venez à l'écart dans un endroit désert, et reposez-vous un peu. De fait, les arrivants et les partants étaient si nombreux qu'on n'avait même pas le temps de manger."
6,32,Ni weskawiwi ktolagok wdatawi m8jaaksin8ssa li pakajiwi.,And they departed into a desert place by ship privately.,"Ils partirent donc dans la barque pour un endroit désert, à l'écart."
6,33,"Ni pm8wzowinnoak wnamih8n8 m8jilit, ta msaloshanik wawinawojik, ni wjiaakmziwi odanaikok nemm8 wdell8mahl8n8, ta wbemmibl8w8, ni wdali m8wi pai8n8 ailit.","And the people saw them departing, and many knew him, and ran afoot thither out of all cities, and outwent them, and came together unto him.","Les gens les virent s'éloigner, et beaucoup les reconnurent. Alors, à pied, de toutes les villes, ils coururent là-bas et arrivèrent avant eux."
6,34,"Ni Sazos Kaposat [sic K] wnamih8n masalliji pm8wzowinnoa ta ni wgetm8gidah8m8n, wz8mi tadbezzeshanik tah8lawi azibak 8da waj8n8kwkwik notk8gohodiji: ni wm8ja msali kim8n.","And Jesus, when he came out, saw much people, and was moved with compassion toward them, because they were as sheep not having a shepherd: and he began to teach them many things.","En débarquant, Jésus vit une grande foule. Il fut saisi de pitié envers eux, parce qu'ils étaient comme des brebis sans berger. Alors, il se mit à les instruire longuement."
6,35,"Ali nawa kizi kam8ji pasodl8gwigza, oskinnoma wdali pai8lin ait, ni wdilhgon, Pizwakamikw u, ta nahani wl8goo.","And when the day was now far spent, his disciples came unto him, and said, This is a desert place, and now the time is far passed:",Déjà l'heure était avancée ; ses disciples s'étaient approchés et lui disaient : L'endroit est désert et il est déjà tard.
6,36,"M8jagima wajiba losahadit pab8miwi abit8ikok ta odanaikok, waji manohomawawzihidit pkwazigana: wz8mi 8da waj8nmowiak kagwi mijihiditba.","Send them away, that they may go into the country round about, and into the villages, and buy themselves bread: for they have nothing to eat.","Renvoie-les, qu'ils aillent dans les fermes et les villages des environs s'acheter de quoi manger. Il leur répondit :"
6,37,"Ni wd8zidam8n ta wdihl8n, kiuw8tta samokw. Ni wdihl8n8, Nn8danoh8nana nawa pkwazigan nizatgwa n8nn8nkawak al8wadit, ndasam8nana?","He answered and said unto them, Give ye them to eat. And they say unto him, Shall we go and buy two hundred pennyworth of bread, and give them to eat?",Donnez-leur vous-mêmes à manger. Ils répliquent : Allons- nous dépenser le salaire de deux cents journées pour acheter du pain et leur donner à manger ?
6,38,"Ni wdihl8n, kaswak pkwaziganak kowaj8n8ba? n8ji kinaokw. Na kizi namih8dit, wdihl8n8 n8nnoak, ta niswak namasak.","He saith unto them, How many loaves have ye? go and see. And when they knew, they say, Five, and two fishes.","Jésus leur demande : Combien avez-vous de pains ? Allez voir. S'étant informés, ils lui disent : Cinq, et deux poissons."
6,39,"Ni wdellagim8n waji abikh8dit mziwi, kinawiwi azi kasijik pami skaskwaskikak.",And he commanded them to make all sit down by companies upon the green grass.,Il leur ordonna de les faire tous asseoir par groupes sur l'herbe verte.
6,40,"Na wdaboldin8, kekkinaw8ph8zwak abenngwettatgwa ta n8hnh8nninska.","And they sat down in ranks, by hundreds, and by fifties.",Ils s'assirent en rond par groupes de cent et de cinquante.
6,41,"Ni kizi watn8t nihi n8nnowa pkwazigana ta nizwa namasa; ni wdell8bin spemkik, ni wb8batamawaw8n, ni wzekwakenn8n, ta ni wmil8n oskinnoma waji ktataw8h8dit; ta nihi nizwa namasa wjajapaomaw8na mziwi.","And when he had taken the five loaves and the two fishes, he looked up to heaven, and blessed, and brake the loaves, and gave them to his disciples to set before them; and the two fishes divided he among them all.","Jésus prit les cinq pains et les deux poissons, et, levant les yeux au ciel, il prononça la bénédiction, rompit les pains, et il les donnait aux disciples pour qu'ils les distribuent. Il partagea aussi les deux poissons entre eux tous."
6,42,Ni mziwi wmitsin8 ta wamipowak.,"And they did all eat, and were filled.",Tous mangèrent à leur faim.
6,43,Ni otnemn8 niz8nkaw abaznodaal ali psantak kasi sigwap8mek pkwazigan ta namasak.,"And they took up twelve baskets full of the fragments, and of the fishes.",Et l'on ramassa douze paniers pleins de morceaux de pain et de poisson.
6,44,Nigik moh8shanik nihi pkwazigana pab8miwi n8nn8mkwakkezzoshanik.,And they that did eat of the loaves were about five thousand men.,Ceux qui avaient mangé les pains étaient au nombre de cinq mille hommes.
6,45,Nitta wdellagim8n oskinnoma waji pozihidit ktolagok waji li nik8naksihidit ag8m8gama lagwiwi Bethsaida kwani agma m8jagim8t pm8wzowinnoa.,"And straightway he constrained his disciples to get into the ship, and to go to the other side before unto Bethsaida, while he sent away the people.","Aussitôt après, Jésus obligea ses disciples à monter dans la barque et à le précéder sur l'autre rive, vers Bethsaïde, pendant que lui-même renvoyait la foule."
6,46,Ni kizi m8jagim8t ni wdelli n8daiamih8n wajok.,"And when he had sent them away, he departed into a mountain to pray.","Quand il les eut congédiés, il s'en alla sur la montagne pour prier."
6,47,"Ni wal8gwiwik, enni ktolakw nan8wi sobagwa aossa, ni agma ngwichiwi n8dagakik.","And when even was come, the ship was in the midst of the sea, and he alone on the land.","Le soir venu, la barque était au milieu de la mer et lui, tout seul, à terre."
6,48,"Ni wnamih8n pami saagi 8dolibiajik, wz8mi apchigwahamok: ni pab8miwi asma iawda kizi ns8mkipodannokwkwup illidbakkup nemm8 wdellasan, wskidosa sobagok ta wgadawi pmikaw8.","And he saw them toiling in rowing; for the wind was contrary unto them: and about the fourth watch of the night he cometh unto them, walking upon the sea, and would have passed by them.","Voyant qu'ils se débattaient avec les rames, car le vent leur était contraire, il vient à eux vers la fin de la nuit en marchant sur la mer, et il allait les dépasser."
6,49,"Ni namih8dit pamosat sobagok, laldamok, chibai, ni wg8g8lwan8.","But when they saw him walking upon the sea, they supposed it had been a spirit, and cried out:","En le voyant marcher sur la mer, les disciples crurent que c'était un fantôme et ils se mirent à pousser des cris,"
6,50,"Wz8mi mziwi wnamih8w8, ta wagawidah8zwak. Nitta wgellol8n ta wdihl8, s8glalikw: Nia ; akwi sagzikw.","For they all saw him, and were troubled. And immediately he talked with them, and saith unto them, Be of good cheer: it is I; be not afraid.",car tous l'avaient vu et ils étaient bouleversés. Mais aussitôt Jésus leur parla : Confiance ! c'est moi ; n'ayez pas peur !
6,51,Ni wdellosan nemm8 aihidit ktolagok; ni akwl8msen; ni wb8b8ziji wessagi 8shagaldamn8 agm8w8kta tali ta m8lhaldamok.,"And he went up unto them into the ship; and the wind ceased: and they were sore amazed in themselves beyond measure, and wondered.","Il monta ensuite avec eux dans la barque et le vent tomba ; et en eux-mêmes ils étaient complètement bouleversés de stupeur,"
6,52,"T8nba 8da wdebidah8damown8ssa ni 8shagalokaw8gan alidbihl8h8dit pkwaziganak, wz8mi wlaw8ganow8 s8glengwat.",For they considered not the miracle of the loaves: for their heart was hardened.,car ils n'avaient pas compris la signification du miracle des pains : leur coeur était aveuglé.
6,53,"Ni kizi pakag8h8dit, ni wdali Gennesareti kik, ni wn8dagahl8n8.","And when they had passed over, they came into the land of Gennesaret, and drew to the shore.","Ayant traversé le lac, ils abordèrent à Génésareth et accostèrent."
6,54,"Ni kizi waji kposahadit ktolagok, nitta wnamih8n8,","And when they were come out of the ship, straightway they knew him.","Ils sortirent de la barque, et aussitôt les gens reconnurent Jésus :"
6,55,Ni mziwi nalwiwi wbemm8mahl8n8 abit8ikok ta ni wm8ja pab8mosal8n8 akwamalsiliji abonikok tawiwi t8ni alsidamohodiza ni Sazos ait.,"And ran through that whole region round about, and began to carry about in beds those that were sick, where they heard he was.","ils parcoururent toute la région, et se mirent à transporter les malades sur des brancards là où l'on apprenait sa présence."
6,56,"Ta t8nitta p8bidigat, odanaikok, kchi odanaikok, ala abit8ikok, wbon8w8 akwamalsiliji 8wdiikok, ta owinwam8w8 waji n8znemmohodit amochkahaba wibiwi wazazagiwi alsawalit: ni kasi n8zn8h8diza mziwi kigahogwzoshanik.","And whithersoever he entered into villages, or cities, or country, they laid the sick in the streets, and besought him that they might touch if it were but the border of his garment: and as many as touched him were made whole.","Et dans tous les endroits où il était, dans les villages, les villes ou les champs, on déposait les infirmes sur les places. Ils le suppliaient de leur laisser toucher ne serait-ce que la frange de son manteau. Et tous ceux qui la touchèrent étaient sauvés."
7,1,Ni wdali m8wi maassan8ssa agma aiza Pharisees ta nahwji nodawikhigajik waji pai8ssahanik Jerusalem.,"Then came together unto him the Pharisees, and certain of the scribes, which came from Jerusalem.","Les pharisiens et quelques scribes étaient venus de Jérusalem. Ils se réunissent autour de Jésus,"
7,2,"Ni namih8dit nahwji Sazos oskinnoma agwjagiljaiwi mohak pkwazigana, ni idamowik 8da kazilj8mmokw, wbalinamaw8w8.","And when they saw some of the disciples eat bread with defiled, that is to say, with unwashen, hands, they found fault.","et voient quelques-uns de ses disciples prendre leur repas avec des mains impures, c'est-à-dire non lavées. -"
7,3,"Wz8mi Pharisees ta mziwi swipak 8dahaba mitsiwiak aiag8 kizi paki kzilj8h8dida, wnosokamenn8 enni waji 8h8nkaw8bagak wneg8niamikow8k.","For the Pharisees, and all the Jews, except they wash their hands oft, eat not, holding the tradition of the elders.","Les pharisiens en effet, comme tous les Juifs, se lavent toujours soigneusement les mains avant de manger, fidèles à la tradition des anciens ;"
7,4,"Ta t8ni adoji wdosahadit aiamihawigamigok 8dahaba michsiwiak aiag8 kzilj8h8dida. Ta msaldol kdagil aigil, nilil kizi ntonmohodijil waji tbaskozihidit, k8dak ali kesbahal8mek kwatsizak ta kwatak ta wiz8wahlagwijoal ta tawipodial.","And when they come from the market, except they wash, they eat not. And many other things there be, which they have received to hold, as the washing of cups, and pots, brasen vessels, and of tables.","et au retour du marché, ils ne mangent pas avant de s'être aspergés d'eau, et ils sont attachés encore par tradition à beaucoup d'autres pratiques : lavage de coupes, de cruches et de plats. -"
7,5,"Ni Pharisees ta nojiawikbigajik wnadodmaw8n8, Kagwi waji 8da koskinnomak nosokamohodikw enni waji 8h8nkawidbihl8k ng8niaikok, manniwidaki agwjagiljaiwi michsoak?","Then the Pharisees and scribes asked him, Why walk not thy disciples according to the tradition of the elders, but eat bread with unwashed hands.",Alors les pharisiens et les scribes demandent à Jésus : Pourquoi tes disciples ne suivent-ils pas la tradition des anciens ? Ils prennent leurs repas sans s'être lavé les mains.
7,6,"Ni wd8zidam8n ta wdihl8, Esaias pita koli ma8wi nik8n8dok8lgow8ssa kilw8w8 pitawinnowiakw alawikhigat, u pm8wzowinnoak nodwihogok wji wdonw8k, kanwa wlaw8ganow8 pita nn8wk8gon.","He answered and said unto them, Well hath Esaias prophesied of you hypocrites, as it is written, This people honoureth me with their lips, but their heart is far from me.","Jésus leur répond : Isaïe a fait une bonne prophétie sur vous, hypocrites, dans ce passage de l'Écriture : Ce peuple m'honore des lèvres,mais son coeur est loin de moi."
7,7,"Kanwa nbizwi kwsihogok, kigamwak wdellagidamw8ganow8l alnaskid8bak.","Howbeit in vain do they worship me, teaching for doctrines the commandments of men.","Il est inutile, le culte qu'ils me rendent ; les doctrines qu'ils enseignent ne sont que des préceptes humains."
7,8,"Wz8mi paliwi kbonmenn8 Tabaldak wdellagidamw8gan ni kgagalnemn8 wd8h8nkaw8jmow8ganow8 pm8wzowinnoak, k8dak ali chowi kesbahal8mek kwatak ta kwatsizak; ta msaldol kdagil ni ahalikkil kagwessol alalokaagwil.","For laying aside the commandment of God, ye hold the tradition of men, as the washing of pots and cups; and many other such like things ye do.",Vous laissez de côté le commandement de Dieu pour vous attacher à la tradition des hommes.
7,9,"Ni wdihl8n, Koli kw8zakan8 Tabaldak wdlagidamw8gan wajiba kizi kagalnemmakw kmit8jmow8ganow8.","And he said unto them, Full well ye reject the commandment of God, that ye may keep your own tradition.",Il leur disait encore : Vous rejetez bel et bien le commandement de Dieu pour observer votre tradition.
